merchant_id,zone,tandoor_units,deep_fry_units,steamer_units,grill_units,assembly_units,historical_speed_index
NCR_M21239,Connaught Place,2,2,2,1,5,0.71
NCR_M21240,Lajpat Nagar,1,3,1,1,2,1.25
NCR_M21241,Gurgaon CyberHub,2,2,1,2,5,0.94
NCR_M21242,Connaught Place,1,3,1,1,2,0.71
NCR_M21243,Gurgaon CyberHub,2,3,2,1,5,0.84
NCR_M21244,Faridabad,2,3,1,2,4,1.25
NCR_M21245,Connaught Place,2,2,2,2,3,1.24
NCR_M21246,Faridabad,3,2,2,2,4,1.02
NCR_M21247,Connaught Place,2,2,1,1,2,0.97
NCR_M21248,Faridabad,2,2,2,2,4,1.21
NCR_M21249,Lajpat Nagar,3,2,2,2,4,0.9
NCR_M21250,Rohini,3,3,2,1,4,1.12
NCR_M21251,Rohini,2,1,1,2,5,0.72
NCR_M21252,Noida Sector 18,2,2,1,1,2,0.74
NCR_M21253,Rohini,3,3,2,1,4,1.04
NCR_M21254,Dwarka,3,1,2,1,5,1.19
NCR_M21255,Rohini,3,1,2,2,2,1.19
NCR_M21256,Dwarka,2,3,2,2,5,0.96
NCR_M21257,Lajpat Nagar,2,1,1,2,5,0.85
NCR_M21258,Saket,1,2,2,1,5,1.16
NCR_M21259,Lajpat Nagar,3,2,2,2,4,0.91
NCR_M21260,Rohini,2,2,2,1,2,1.13
NCR_M21261,Connaught Place,1,1,1,2,2,0.87
NCR_M21262,Dwarka,3,3,2,1,4,1.24
NCR_M21263,Rohini,2,2,2,1,3,1.13
NCR_M21264,Connaught Place,2,3,1,2,3,1.21
NCR_M21265,Connaught Place,2,3,2,1,2,1.0
NCR_M21266,Saket,2,2,2,2,4,1.15
NCR_M21267,Rohini,1,2,2,2,3,0.84
NCR_M21268,Noida Sector 18,3,1,2,2,3,1.06
NCR_M21269,Connaught Place,3,2,1,2,3,1.28
NCR_M21270,Noida Sector 18,2,3,2,1,3,1.11
NCR_M21271,Dwarka,3,1,1,2,5,0.73
NCR_M21272,Noida Sector 18,3,2,1,1,3,0.81
NCR_M21273,Saket,1,3,2,1,5,1.3
NCR_M21274,Dwarka,3,1,1,2,3,1.22
NCR_M21275,Rohini,1,3,2,1,4,0.8
NCR_M21276,Lajpat Nagar,1,2,1,2,5,0.84
NCR_M21277,Lajpat Nagar,2,2,1,1,4,0.85
NCR_M21278,Saket,3,3,1,1,5,1.27
NCR_M21279,Rohini,1,2,2,1,5,1.11
NCR_M21280,Rohini,1,3,1,1,3,1.29
NCR_M21281,Gurgaon CyberHub,3,2,2,1,5,1.05
NCR_M21282,Faridabad,3,2,1,1,2,0.94
NCR_M21283,Noida Sector 18,1,1,1,1,3,0.82
NCR_M21284,Saket,1,3,2,2,4,1.03
NCR_M21285,Lajpat Nagar,1,2,2,2,4,0.74
NCR_M21286,Noida Sector 18,1,2,2,2,2,1.22
NCR_M21287,Saket,2,3,2,1,2,0.8
NCR_M21288,Rohini,1,3,2,2,5,0.96
NCR_M21289,Lajpat Nagar,3,2,2,2,4,0.89
NCR_M21290,Dwarka,2,2,1,2,3,1.06
NCR_M21291,Faridabad,2,1,1,2,3,1.16
NCR_M21292,Gurgaon CyberHub,3,3,2,2,4,0.91
NCR_M21293,Noida Sector 18,1,1,1,1,5,1.13
NCR_M21294,Connaught Place,3,3,1,2,2,0.91
NCR_M21295,Connaught Place,2,2,2,1,4,1.24
NCR_M21296,Faridabad,2,2,1,1,2,1.01
NCR_M21297,Rohini,2,1,1,1,3,1.02
NCR_M21298,Connaught Place,2,3,2,2,5,0.84
NCR_M21299,Rohini,2,2,1,2,4,0.89
NCR_M21300,Rohini,2,2,2,2,2,1.05
NCR_M21301,Saket,2,1,2,2,4,1.17
NCR_M21302,Lajpat Nagar,3,2,1,2,2,0.8
NCR_M21303,Lajpat Nagar,1,3,1,2,3,0.99
NCR_M21304,Noida Sector 18,3,3,2,2,2,0.75
NCR_M21305,Connaught Place,1,2,2,1,3,0.72
NCR_M21306,Connaught Place,2,3,1,2,3,0.83
NCR_M21307,Faridabad,3,1,1,2,4,1.04
NCR_M21308,Noida Sector 18,2,2,2,2,4,0.99
NCR_M21309,Noida Sector 18,2,2,1,2,4,1.2
NCR_M21310,Dwarka,2,1,1,1,4,1.21
NCR_M21311,Lajpat Nagar,2,2,1,2,3,0.7
NCR_M21312,Saket,2,3,2,1,2,0.91
NCR_M21313,Rohini,2,1,1,2,2,1.08
NCR_M21314,Saket,1,3,2,1,3,0.9
NCR_M21315,Faridabad,1,1,1,1,2,0.98
NCR_M21316,Gurgaon CyberHub,1,3,2,2,4,0.86
NCR_M21317,Gurgaon CyberHub,2,3,2,2,4,0.83
NCR_M21318,Lajpat Nagar,1,3,2,2,2,1.0
NCR_M21319,Dwarka,2,2,2,1,3,0.73
NCR_M21320,Lajpat Nagar,2,2,1,1,2,1.11
NCR_M21321,Rohini,1,1,1,2,3,1.27
NCR_M21322,Saket,3,3,2,2,2,1.04
NCR_M21323,Connaught Place,2,2,1,2,3,0.72
NCR_M21324,Faridabad,3,1,1,1,5,0.97
NCR_M21325,Noida Sector 18,2,3,1,1,2,1.19
NCR_M21326,Gurgaon CyberHub,3,2,1,2,4,1.06
NCR_M21327,Saket,1,1,2,2,2,0.94
NCR_M21328,Noida Sector 18,2,1,2,2,3,1.15
NCR_M21329,Rohini,2,3,1,1,5,0.9
NCR_M21330,Faridabad,3,1,1,2,5,1.18
NCR_M21331,Saket,2,3,1,2,5,0.78
NCR_M21332,Noida Sector 18,1,3,2,1,2,1.17
NCR_M21333,Saket,1,1,2,1,4,1.04
NCR_M21334,Gurgaon CyberHub,3,3,1,2,3,1.05
NCR_M21335,Rohini,3,1,2,1,2,0.78
NCR_M21336,Connaught Place,1,2,2,2,3,0.9
NCR_M21337,Noida Sector 18,3,3,2,1,5,1.27
NCR_M21338,Faridabad,2,1,1,2,4,1.02
NCR_M21339,Saket,3,3,1,2,4,1.11
NCR_M21340,Saket,3,1,1,2,4,0.8
NCR_M21341,Saket,3,1,1,2,2,1.25
NCR_M21342,Gurgaon CyberHub,2,1,2,1,2,0.76
NCR_M21343,Gurgaon CyberHub,2,3,1,1,2,1.2
NCR_M21344,Faridabad,2,1,2,1,2,1.05
NCR_M21345,Gurgaon CyberHub,2,2,1,1,3,1.01
NCR_M21346,Noida Sector 18,2,1,1,1,2,0.83
NCR_M21347,Lajpat Nagar,1,2,1,1,2,1.01
NCR_M21348,Gurgaon CyberHub,2,2,2,1,3,1.04
NCR_M21349,Faridabad,1,1,1,1,4,1.14
NCR_M21350,Connaught Place,2,1,2,1,3,1.15
NCR_M21351,Connaught Place,2,1,2,1,4,0.74
NCR_M21352,Faridabad,1,2,2,1,5,0.99
NCR_M21353,Faridabad,2,1,2,2,4,1.13
NCR_M21354,Dwarka,2,1,2,1,3,0.74
NCR_M21355,Gurgaon CyberHub,2,1,1,2,3,0.97
NCR_M21356,Connaught Place,2,3,2,2,2,0.73
NCR_M21357,Connaught Place,1,3,1,1,2,0.92
NCR_M21358,Connaught Place,3,3,2,2,3,1.05
NCR_M21359,Connaught Place,3,2,2,1,3,0.8
NCR_M21360,Rohini,1,2,1,2,4,1.29
NCR_M21361,Lajpat Nagar,1,2,2,1,3,1.04
NCR_M21362,Rohini,2,1,1,2,3,0.71
NCR_M21363,Noida Sector 18,2,2,1,2,5,1.2
NCR_M21364,Dwarka,1,2,1,1,3,1.19
NCR_M21365,Dwarka,2,3,2,2,3,1.14
NCR_M21366,Rohini,2,3,1,2,2,0.72
NCR_M21367,Rohini,2,2,1,1,5,1.01
NCR_M21368,Saket,3,3,1,2,2,1.25
NCR_M21369,Connaught Place,1,1,1,2,3,1.17
NCR_M21370,Rohini,3,2,2,2,4,0.9
NCR_M21371,Noida Sector 18,2,1,1,1,5,0.85
NCR_M21372,Noida Sector 18,3,3,1,2,5,0.97
NCR_M21373,Dwarka,3,2,1,1,2,1.14
NCR_M21374,Dwarka,3,3,1,1,4,0.87
NCR_M21375,Faridabad,1,3,2,1,2,0.79
NCR_M21376,Lajpat Nagar,3,3,1,2,4,0.99
NCR_M21377,Dwarka,3,2,1,1,5,0.82
NCR_M21378,Lajpat Nagar,2,2,2,1,4,1.15
NCR_M21379,Noida Sector 18,3,3,2,1,3,1.22
NCR_M21380,Faridabad,3,2,1,2,4,0.95
NCR_M21381,Faridabad,1,2,2,2,3,1.14
NCR_M21382,Connaught Place,2,1,1,1,5,0.87
NCR_M21383,Dwarka,3,3,2,2,3,1.27
NCR_M21384,Saket,3,1,1,2,4,0.99
NCR_M21385,Dwarka,2,3,1,1,5,0.71
NCR_M21386,Rohini,2,1,2,2,4,0.76
NCR_M21387,Noida Sector 18,1,1,2,1,4,0.79
NCR_M21388,Dwarka,1,3,2,1,2,0.85
NCR_M21389,Dwarka,3,3,2,1,3,1.01
NCR_M21390,Saket,1,3,1,1,5,0.75
NCR_M21391,Rohini,2,1,1,2,5,1.11
NCR_M21392,Dwarka,2,3,1,2,3,0.78
NCR_M21393,Saket,2,2,1,2,4,0.96
NCR_M21394,Rohini,3,2,1,2,5,1.23
NCR_M21395,Faridabad,3,2,1,2,5,0.75
NCR_M21396,Saket,1,2,1,1,4,1.22
NCR_M21397,Noida Sector 18,3,1,2,2,3,1.21
NCR_M21398,Lajpat Nagar,3,1,1,1,2,1.07
NCR_M21399,Noida Sector 18,3,2,1,1,4,0.93
NCR_M21400,Connaught Place,2,2,2,2,4,1.13
NCR_M21401,Lajpat Nagar,1,1,1,2,5,1.25
NCR_M21402,Noida Sector 18,2,2,2,2,5,1.26
NCR_M21403,Connaught Place,2,1,1,1,2,0.71
NCR_M21404,Saket,1,1,2,1,2,0.85
NCR_M21405,Dwarka,1,3,1,1,3,0.96
NCR_M21406,Dwarka,1,3,1,2,4,0.85
NCR_M21407,Faridabad,3,1,2,1,2,0.82
NCR_M21408,Lajpat Nagar,3,3,2,2,3,1.23
NCR_M21409,Saket,1,1,1,1,5,1.12
NCR_M21410,Rohini,3,3,2,1,4,0.99
NCR_M21411,Dwarka,2,3,2,2,5,0.87
NCR_M21412,Dwarka,2,2,1,1,3,0.78
NCR_M21413,Noida Sector 18,3,3,2,1,4,1.11
NCR_M21414,Faridabad,3,3,1,1,5,0.81
NCR_M21415,Saket,3,3,1,1,3,1.26
NCR_M21416,Saket,1,2,2,2,2,1.03
NCR_M21417,Rohini,3,2,1,2,2,0.83
NCR_M21418,Connaught Place,3,3,1,2,5,0.72
NCR_M21419,Lajpat Nagar,1,1,2,2,5,0.98
NCR_M21420,Connaught Place,3,1,2,2,5,0.96
NCR_M21421,Connaught Place,2,3,1,1,2,1.02
NCR_M21422,Faridabad,2,3,1,1,4,1.24
NCR_M21423,Lajpat Nagar,2,3,2,1,3,1.18
NCR_M21424,Lajpat Nagar,1,3,2,1,5,0.74
NCR_M21425,Connaught Place,1,3,1,2,4,0.88
NCR_M21426,Lajpat Nagar,3,1,1,2,4,0.72
NCR_M21427,Dwarka,2,1,2,2,3,0.72
NCR_M21428,Faridabad,1,3,2,1,5,0.8
NCR_M21429,Noida Sector 18,3,2,1,2,2,0.89
NCR_M21430,Dwarka,1,3,1,2,3,0.77
NCR_M21431,Gurgaon CyberHub,3,3,2,2,3,0.93
NCR_M21432,Lajpat Nagar,3,2,2,1,5,0.77
NCR_M21433,Dwarka,1,2,1,1,3,0.85
NCR_M21434,Rohini,3,3,2,1,3,1.2
NCR_M21435,Rohini,1,2,2,2,3,0.83
NCR_M21436,Rohini,1,2,2,2,3,0.74
NCR_M21437,Rohini,3,2,2,2,3,1.0
NCR_M21438,Gurgaon CyberHub,2,1,2,1,3,1.12
NCR_M21439,Connaught Place,2,2,1,1,5,1.24
NCR_M21440,Connaught Place,3,2,2,2,4,1.24
NCR_M21441,Noida Sector 18,3,1,1,2,2,0.91
NCR_M21442,Gurgaon CyberHub,3,2,1,1,5,0.86
NCR_M21443,Connaught Place,2,1,2,1,2,1.24
NCR_M21444,Rohini,3,1,1,1,5,0.73
NCR_M21445,Dwarka,2,1,1,1,4,1.18
NCR_M21446,Faridabad,3,3,2,1,4,0.96
NCR_M21447,Gurgaon CyberHub,2,2,2,1,4,0.87
NCR_M21448,Noida Sector 18,2,1,1,1,3,0.87
NCR_M21449,Noida Sector 18,3,3,2,1,2,1.09
NCR_M21450,Saket,1,3,2,2,2,1.26
NCR_M21451,Faridabad,1,3,2,1,4,0.89
NCR_M21452,Noida Sector 18,3,1,2,2,3,1.23
NCR_M21453,Lajpat Nagar,3,2,2,1,5,1.17
NCR_M21454,Gurgaon CyberHub,1,3,2,2,5,1.26
NCR_M21455,Rohini,2,1,2,1,5,0.84
NCR_M21456,Noida Sector 18,1,3,1,2,5,1.04
NCR_M21457,Saket,3,3,2,2,3,1.1
NCR_M21458,Gurgaon CyberHub,1,3,2,2,5,0.9
NCR_M21459,Lajpat Nagar,3,2,1,2,3,1.07
NCR_M21460,Connaught Place,3,1,2,2,3,1.3
NCR_M21461,Faridabad,3,3,2,1,4,1.1
NCR_M21462,Faridabad,3,1,2,1,3,1.22
NCR_M21463,Faridabad,1,1,2,2,2,1.13
NCR_M21464,Connaught Place,1,2,1,2,5,1.11
NCR_M21465,Saket,2,3,1,1,5,1.19
NCR_M21466,Dwarka,1,1,2,2,3,1.25
NCR_M21467,Dwarka,1,1,1,2,3,0.92
NCR_M21468,Gurgaon CyberHub,3,1,2,2,4,1.0
NCR_M21469,Gurgaon CyberHub,1,2,2,1,2,0.93
NCR_M21470,Noida Sector 18,2,3,2,1,3,0.71
NCR_M21471,Faridabad,1,2,1,1,2,0.87
NCR_M21472,Rohini,1,3,1,1,2,1.18
NCR_M21473,Lajpat Nagar,1,1,2,1,4,0.75
NCR_M21474,Rohini,1,3,2,1,5,1.03
NCR_M21475,Saket,1,2,2,2,3,0.92
NCR_M21476,Saket,3,1,2,1,3,1.13
NCR_M21477,Noida Sector 18,1,3,1,1,4,1.05
NCR_M21478,Connaught Place,3,2,1,1,2,0.98
NCR_M21479,Connaught Place,2,2,2,1,3,1.0
NCR_M21480,Faridabad,3,3,1,2,4,1.26
NCR_M21481,Saket,1,1,1,1,2,1.03
NCR_M21482,Saket,2,2,1,1,3,1.03
NCR_M21483,Dwarka,1,2,1,1,2,0.96
NCR_M21484,Gurgaon CyberHub,1,3,2,1,2,1.11
NCR_M21485,Saket,1,2,2,1,3,0.81
NCR_M21486,Noida Sector 18,1,3,2,1,4,0.73
NCR_M21487,Lajpat Nagar,2,1,2,1,2,1.28
NCR_M21488,Saket,2,2,2,1,2,1.28
NCR_M21489,Rohini,3,1,1,2,3,0.78
NCR_M21490,Dwarka,1,2,2,1,2,1.07
NCR_M21491,Gurgaon CyberHub,1,1,1,2,4,1.02
NCR_M21492,Noida Sector 18,2,3,2,1,2,0.94
NCR_M21493,Rohini,1,3,2,2,4,0.95
NCR_M21494,Rohini,1,1,1,1,5,0.98
NCR_M21495,Saket,2,2,1,1,3,1.23
NCR_M21496,Connaught Place,1,1,2,1,4,1.05
NCR_M21497,Noida Sector 18,3,1,1,1,4,0.82
NCR_M21498,Noida Sector 18,1,2,2,2,3,1.17
NCR_M21499,Faridabad,2,1,2,1,3,1.12
NCR_M21500,Noida Sector 18,3,2,1,2,5,1.2
NCR_M21501,Lajpat Nagar,3,3,1,2,3,1.03
NCR_M21502,Rohini,1,2,2,2,2,0.95
NCR_M21503,Saket,3,3,1,1,5,1.3
NCR_M21504,Connaught Place,3,2,2,2,2,1.14
NCR_M21505,Gurgaon CyberHub,3,2,1,1,4,0.81
NCR_M21506,Faridabad,1,1,2,2,2,0.96
NCR_M21507,Lajpat Nagar,2,2,1,1,3,1.26
NCR_M21508,Saket,2,1,1,1,3,0.97
NCR_M21509,Gurgaon CyberHub,3,1,1,2,4,1.1
NCR_M21510,Lajpat Nagar,1,1,1,1,4,0.98
NCR_M21511,Connaught Place,2,1,2,1,4,1.15
NCR_M21512,Faridabad,2,1,1,2,5,1.16
NCR_M21513,Gurgaon CyberHub,3,2,1,1,2,0.71
NCR_M21514,Noida Sector 18,3,3,2,1,3,0.8
NCR_M21515,Faridabad,2,3,2,2,3,0.95
NCR_M21516,Gurgaon CyberHub,2,2,2,2,5,1.14
NCR_M21517,Dwarka,2,2,2,2,4,1.24
NCR_M21518,Lajpat Nagar,3,2,1,2,4,1.22
NCR_M21519,Saket,1,3,2,1,3,0.82
NCR_M21520,Gurgaon CyberHub,2,2,1,1,3,1.03
NCR_M21521,Noida Sector 18,2,3,1,2,3,0.93
NCR_M21522,Faridabad,3,3,2,2,2,0.79
NCR_M21523,Noida Sector 18,2,3,1,2,5,0.73
NCR_M21524,Saket,2,3,1,1,2,1.2
NCR_M21525,Rohini,2,2,1,1,5,0.98
NCR_M21526,Lajpat Nagar,1,1,1,1,5,1.26
NCR_M21527,Faridabad,1,3,2,1,3,1.13
NCR_M21528,Gurgaon CyberHub,1,1,2,1,3,1.3
NCR_M21529,Dwarka,2,3,1,1,5,1.18
NCR_M21530,Gurgaon CyberHub,2,3,2,1,4,1.06
NCR_M21531,Connaught Place,3,1,2,1,2,1.28
NCR_M21532,Lajpat Nagar,1,3,1,1,5,0.93
NCR_M21533,Rohini,1,1,1,1,5,0.91
NCR_M21534,Saket,1,2,1,2,2,0.92
NCR_M21535,Rohini,1,1,1,2,4,0.78
NCR_M21536,Dwarka,3,1,1,1,3,1.07
NCR_M21537,Connaught Place,3,2,1,1,4,0.83
NCR_M21538,Dwarka,2,1,2,2,4,0.93
NCR_M21539,Dwarka,3,1,2,2,4,0.89
NCR_M21540,Connaught Place,3,1,1,1,4,0.86
NCR_M21541,Faridabad,3,2,1,2,3,1.1
NCR_M21542,Noida Sector 18,3,3,1,2,3,0.73
NCR_M21543,Saket,1,2,2,1,3,0.93
NCR_M21544,Noida Sector 18,2,2,2,1,2,1.01
NCR_M21545,Rohini,1,3,2,2,5,1.19
NCR_M21546,Dwarka,3,2,1,1,4,0.89
NCR_M21547,Noida Sector 18,2,1,1,2,4,0.85
NCR_M21548,Noida Sector 18,1,3,2,2,4,1.03
NCR_M21549,Connaught Place,1,1,2,2,2,0.73
NCR_M21550,Lajpat Nagar,2,1,2,1,3,0.94
NCR_M21551,Faridabad,2,2,1,2,5,0.78
NCR_M21552,Lajpat Nagar,1,3,1,1,2,1.24
NCR_M21553,Saket,2,2,1,2,4,1.12
NCR_M21554,Faridabad,2,3,1,1,3,0.71
NCR_M21555,Gurgaon CyberHub,1,1,1,2,5,1.29
NCR_M21556,Dwarka,1,1,2,1,4,0.83
NCR_M21557,Saket,2,1,1,2,3,0.71
NCR_M21558,Dwarka,2,1,1,1,5,0.77
NCR_M21559,Connaught Place,3,3,2,2,3,0.74
NCR_M21560,Connaught Place,1,3,1,2,3,0.77
NCR_M21561,Noida Sector 18,3,2,2,1,4,1.15
NCR_M21562,Lajpat Nagar,3,2,1,1,5,0.89
NCR_M21563,Saket,2,3,2,2,3,0.74
NCR_M21564,Lajpat Nagar,2,3,1,2,5,1.13
NCR_M21565,Gurgaon CyberHub,1,1,1,1,4,1.18
NCR_M21566,Noida Sector 18,3,2,1,2,3,1.09
NCR_M21567,Saket,1,2,2,1,4,1.0
NCR_M21568,Dwarka,2,3,2,1,4,0.97
NCR_M21569,Noida Sector 18,3,1,1,1,5,0.84
NCR_M21570,Gurgaon CyberHub,1,1,2,1,3,0.89
NCR_M21571,Lajpat Nagar,1,1,1,1,4,1.06
NCR_M21572,Rohini,1,2,2,2,3,1.06
NCR_M21573,Connaught Place,2,2,2,1,5,0.78
NCR_M21574,Saket,3,3,2,2,5,1.06
NCR_M21575,Noida Sector 18,2,3,1,1,5,1.0
NCR_M21576,Connaught Place,2,3,1,1,3,0.8
NCR_M21577,Rohini,2,3,2,2,3,0.88
NCR_M21578,Noida Sector 18,2,3,1,1,3,1.16
NCR_M21579,Rohini,1,1,2,2,5,1.15
NCR_M21580,Faridabad,3,1,1,1,3,0.73
NCR_M21581,Connaught Place,3,3,1,2,4,0.82
NCR_M21582,Connaught Place,3,2,2,2,4,0.85
NCR_M21583,Dwarka,2,2,1,1,3,1.08
NCR_M21584,Dwarka,3,1,1,2,4,1.01
NCR_M21585,Gurgaon CyberHub,1,3,2,2,4,1.1
NCR_M21586,Saket,1,1,1,2,2,1.03
NCR_M21587,Rohini,1,3,1,1,4,1.1
NCR_M21588,Faridabad,3,3,2,2,2,1.14
NCR_M21589,Rohini,1,3,2,2,5,0.98
NCR_M21590,Saket,1,1,1,2,2,1.27
NCR_M21591,Gurgaon CyberHub,3,3,2,1,3,0.82
NCR_M21592,Noida Sector 18,2,2,2,1,3,0.86
NCR_M21593,Connaught Place,2,1,2,1,4,0.96
NCR_M21594,Saket,3,3,1,2,3,1.01
NCR_M21595,Dwarka,1,2,1,2,2,1.01
NCR_M21596,Gurgaon CyberHub,2,3,1,2,3,0.94
NCR_M21597,Saket,3,1,2,1,2,1.17
NCR_M21598,Saket,1,2,2,1,2,1.22
NCR_M21599,Rohini,3,3,2,1,2,0.8
NCR_M21600,Dwarka,2,1,2,2,3,1.19
NCR_M21601,Gurgaon CyberHub,2,2,1,2,4,0.92
NCR_M21602,Faridabad,2,2,2,2,2,1.02
NCR_M21603,Noida Sector 18,3,2,1,1,2,0.86
NCR_M21604,Gurgaon CyberHub,2,1,1,2,2,1.13
NCR_M21605,Faridabad,3,2,2,1,3,0.87
NCR_M21606,Lajpat Nagar,3,2,2,2,4,1.3
NCR_M21607,Lajpat Nagar,1,1,2,1,4,0.99
NCR_M21608,Noida Sector 18,3,1,2,1,2,0.95
NCR_M21609,Faridabad,3,2,1,2,4,0.9
NCR_M21610,Rohini,2,3,1,2,3,1.07
NCR_M21611,Noida Sector 18,1,3,1,1,5,1.02
NCR_M21612,Lajpat Nagar,2,2,1,2,4,0.87
NCR_M21613,Gurgaon CyberHub,2,1,2,2,5,0.84
NCR_M21614,Gurgaon CyberHub,1,1,2,1,3,0.82
NCR_M21615,Saket,3,1,2,1,5,1.0
NCR_M21616,Dwarka,3,1,1,2,4,1.15
NCR_M21617,Gurgaon CyberHub,3,1,2,1,4,0.95
NCR_M21618,Rohini,1,2,1,1,5,1.26
NCR_M21619,Lajpat Nagar,1,2,2,2,3,1.14
NCR_M21620,Dwarka,3,3,2,2,3,1.28
NCR_M21621,Rohini,1,2,1,1,5,0.84
NCR_M21622,Faridabad,2,2,2,2,3,0.8
NCR_M21623,Lajpat Nagar,1,1,1,1,5,0.72
NCR_M21624,Gurgaon CyberHub,1,1,1,1,4,1.3
NCR_M21625,Rohini,3,2,2,1,5,1.11
NCR_M21626,Dwarka,1,2,1,1,2,1.14
NCR_M21627,Lajpat Nagar,1,1,1,1,3,0.93
NCR_M21628,Rohini,1,2,2,2,2,0.9
NCR_M21629,Faridabad,1,3,2,1,3,0.73
NCR_M21630,Gurgaon CyberHub,2,3,1,1,4,1.02
NCR_M21631,Lajpat Nagar,1,2,2,1,2,0.98
NCR_M21632,Saket,3,3,2,2,4,0.88
NCR_M21633,Connaught Place,2,1,1,1,5,1.26
NCR_M21634,Gurgaon CyberHub,3,1,2,2,2,0.96
NCR_M21635,Lajpat Nagar,1,1,2,2,3,0.73
NCR_M21636,Lajpat Nagar,3,3,2,1,3,0.86
NCR_M21637,Gurgaon CyberHub,3,1,1,1,3,0.79
NCR_M21638,Connaught Place,2,1,1,2,2,1.08
NCR_M21639,Lajpat Nagar,3,3,2,2,2,1.22
NCR_M21640,Dwarka,3,3,2,1,2,1.26
NCR_M21641,Saket,3,2,2,1,5,0.86
NCR_M21642,Noida Sector 18,2,2,2,2,4,0.82
NCR_M21643,Dwarka,2,1,2,2,5,0.91
NCR_M21644,Gurgaon CyberHub,3,3,2,2,4,1.18
NCR_M21645,Connaught Place,2,1,1,2,3,1.07
NCR_M21646,Faridabad,2,2,1,1,3,1.07
NCR_M21647,Saket,3,2,1,2,4,0.97
NCR_M21648,Connaught Place,3,2,2,1,2,0.98
NCR_M21649,Saket,2,3,2,2,4,0.99
NCR_M21650,Saket,2,1,1,2,5,0.83
NCR_M21651,Dwarka,1,1,1,1,2,1.24
NCR_M21652,Connaught Place,2,3,2,1,4,1.21
NCR_M21653,Saket,1,1,2,1,5,0.99
NCR_M21654,Saket,2,2,2,2,5,1.28
NCR_M21655,Dwarka,2,1,1,2,4,0.91
NCR_M21656,Gurgaon CyberHub,1,3,1,1,4,0.75
NCR_M21657,Dwarka,2,1,2,1,5,1.05
NCR_M21658,Gurgaon CyberHub,2,1,1,1,3,1.24
NCR_M21659,Lajpat Nagar,3,3,2,1,5,1.24
NCR_M21660,Gurgaon CyberHub,3,3,1,2,4,0.72
NCR_M21661,Faridabad,1,2,2,2,4,0.72
NCR_M21662,Rohini,3,3,2,2,4,0.72
NCR_M21663,Lajpat Nagar,2,1,1,1,4,1.06
NCR_M21664,Rohini,2,3,2,1,2,1.08
NCR_M21665,Dwarka,3,3,1,2,2,0.72
NCR_M21666,Saket,3,2,2,1,2,0.77
NCR_M21667,Faridabad,3,1,2,2,2,1.19
NCR_M21668,Faridabad,2,2,1,2,4,0.8
NCR_M21669,Lajpat Nagar,1,1,2,2,5,0.81
NCR_M21670,Dwarka,1,3,2,1,5,1.16
NCR_M21671,Faridabad,2,3,2,2,5,1.08
NCR_M21672,Faridabad,3,3,2,1,3,0.79
NCR_M21673,Faridabad,1,3,1,2,2,1.12
NCR_M21674,Saket,1,3,1,1,2,0.98
NCR_M21675,Saket,1,3,1,1,4,0.94
NCR_M21676,Saket,3,2,2,2,4,1.24
NCR_M21677,Saket,2,2,2,1,4,1.25
NCR_M21678,Gurgaon CyberHub,3,2,1,2,2,1.24
NCR_M21679,Gurgaon CyberHub,2,1,1,2,5,0.73
NCR_M21680,Faridabad,1,1,2,2,5,1.16
NCR_M21681,Dwarka,2,1,2,2,5,1.27
NCR_M21682,Lajpat Nagar,1,3,1,2,3,0.97
NCR_M21683,Gurgaon CyberHub,1,3,1,2,2,0.97
NCR_M21684,Noida Sector 18,1,2,1,2,4,1.11
NCR_M21685,Connaught Place,2,2,1,1,3,0.75
NCR_M21686,Dwarka,2,2,2,2,5,1.1
NCR_M21687,Connaught Place,2,3,2,1,3,0.71
NCR_M21688,Noida Sector 18,1,3,2,2,2,0.76
NCR_M21689,Connaught Place,1,1,2,1,5,1.12
NCR_M21690,Noida Sector 18,1,2,1,1,4,0.81
NCR_M21691,Lajpat Nagar,2,3,2,1,4,1.12
NCR_M21692,Gurgaon CyberHub,3,2,1,2,2,0.92
NCR_M21693,Lajpat Nagar,3,3,1,2,2,0.74
NCR_M21694,Saket,2,1,1,2,4,1.09
NCR_M21695,Gurgaon CyberHub,1,1,1,1,2,0.93
NCR_M21696,Noida Sector 18,1,3,1,1,5,0.74
NCR_M21697,Faridabad,3,2,1,2,4,1.0
NCR_M21698,Rohini,1,3,1,1,5,1.08
NCR_M21699,Dwarka,3,2,1,2,2,0.81
NCR_M21700,Saket,3,3,2,2,2,0.75
NCR_M21701,Gurgaon CyberHub,1,2,1,1,5,1.13
NCR_M21702,Noida Sector 18,1,3,1,2,4,0.73
NCR_M21703,Faridabad,1,1,1,1,2,1.09
NCR_M21704,Noida Sector 18,1,1,1,2,2,0.98
NCR_M21705,Rohini,1,2,2,1,5,0.79
NCR_M21706,Noida Sector 18,1,1,2,2,3,0.98
NCR_M21707,Dwarka,2,1,2,1,2,1.19
NCR_M21708,Gurgaon CyberHub,2,1,1,1,2,0.93
NCR_M21709,Gurgaon CyberHub,1,2,2,2,5,1.01
NCR_M21710,Lajpat Nagar,1,3,2,1,4,1.16
NCR_M21711,Gurgaon CyberHub,2,3,1,2,5,1.28
NCR_M21712,Saket,2,1,2,2,4,1.23
NCR_M21713,Gurgaon CyberHub,2,1,1,1,5,0.94
